age,descent,sex,area,location,intersection,geojson,date,day_of_week,time,reporting_district,lon,lat
55.0,B,M,Central,ALAMEDA,2ND,"-118.2381, 34.0455",2010-04-20,Tuesday,1235,138,34.0455,-118.2381
37.0,B,M,Wilshire,PICO,RIMPAU,"-118.337, 34.0488",2010-12-21,Tuesday,2218,758,34.0488,-118.337
29.0,H,M,Central,5TH,BROADWAY,"-118.2507, 34.0481",2010-06-04,Friday,2310,153,34.0481,-118.2507
43.0,B,F,Central,4TH,SAN PEDRO,"-118.2422, 34.0454",2010-03-22,Monday,1325,148,34.0454,-118.2422
34.0,O,M,Newton,HILL,ADAMS,"-118.2708, 34.0258",2010-01-12,Tuesday,1800,1321,34.0258,-118.2708
77.0,B,F,West LA,PICO,CARDIFF,"-118.3918, 34.0553",2010-09-20,Monday,1635,857,34.0553,-118.3918
74.0,H,F,Harbor,WEYMOUTH,9TH,"-118.3097, 33.7361",2010-11-19,Friday,1529,561,33.7361,-118.3097
22.0,H,M,Mission,ORION,CABRITO,"-118.4721, 34.2185",2010-07-25,Sunday,800,1991,34.2185,-118.4721
54.0,W,M,Hollywood,LAUREL CANYON                BL,MULHOLLAND                   DR,"-118.3753, 34.1236",2010-10-14,Thursday,1030,621,34.1236,-118.3753
30.0,O,F,Olympic,WESTERN                      AV,6TH                          ST,"-118.3091, 34.0635",2010-03-13,Saturday,2355,2022,34.0635,-118.3091
34.0,W,M,West LA,MONTANA                      AV,BUNDY                        DR,"-118.4726, 34.0506",2010-06-20,Sunday,1200,831,34.0506,-118.4726
35.0,W,M,West LA,WILSHIRE                     BL,BUNDY                        DR,"-118.4675, 34.0441",2010-10-04,Monday,1840,847,34.0441,-118.4675
68.0,W,M,Northeast,HOLLYWOOD                    BL,EDGEMONT,"-118.2962, 34.1018",2010-07-21,Wednesday,1600,1151,34.1018,-118.2962
52.0,W,M,West LA,WILSHIRE                     BL,VETERAN                      AV,"-118.4478, 34.0578",2010-02-25,Thursday,555,817,34.0578,-118.4478
38.0,H,M,Olympic,OLYMPIC,VERMONT,"-118.2916, 34.0526",2010-11-29,Monday,2055,2069,34.0526,-118.2916
17.0,H,M,Topanga,CORBIN                       AV,KITTRIDGE                    ST,"-118.5622, 34.192",2010-04-30,Friday,720,2149,34.192,-118.5622
26.0,H,F,Hollenbeck,MONTEREY                     RD,S  AVENUE 60,"-118.1842, 34.1055",2010-12-25,Saturday,25,404,34.1055,-118.1842
35.0,H,M,Southeast,GARDENA                      BL,MENLO                        AV,"-118.2891, 33.8817",2010-11-22,Monday,1245,1891,33.8817,-118.2891
41.0,H,F,N Hollywood,TUJUNGA                      AV,VALERIO                      ST,"-118.379, 34.2048",2010-08-16,Monday,1220,1505,34.2048,-118.379
38.0,W,F,N Hollywood,TUJUNGA,VENTURA,"-118.379, 34.1546",2010-05-27,Thursday,1030,1563,34.1546,-118.379
26.0,O,M,Wilshire,3RD,FAIRFAX,"-118.3614, 34.0716",2010-01-24,Sunday,1830,734,34.0716,-118.3614
25.0,W,F,Topanga,VENTURA,SHOUP,"-118.6145, 34.1688",2010-07-28,Wednesday,1200,2175,34.1688,-118.6145
40.0,H,M,Wilshire,LUCERNE,11TH,"-118.3295, 34.0525",2010-04-23,Friday,15,758,34.0525,-118.3295
45.0,W,F,West LA,PICO,COTNER,"-118.4367, 34.0362",2010-11-11,Thursday,1415,883,34.0362,-118.4367
27.0,A,F,Southwest,FAIRFAX,ADAMS,"-118.3708, 34.0325",2010-03-14,Sunday,1322,311,34.0325,-118.3708
45.0,H,M,Harbor,ALAMEDA,COLON,"-118.2403, 33.7927",2010-11-19,Friday,630,519,33.7927,-118.2403
82.0,A,F,Rampart,TEMPLE                       ST,PARK VIEW                    ST,"-118.2719, 34.0716",2010-11-21,Sunday,1135,235,34.0716,-118.2719
51.0,B,F,Wilshire,PICO                         BL,LA CIENEGA                   BL,"-118.3762, 34.0534",2010-06-05,Saturday,15,762,34.0534,-118.3762
57.0,O,M,West LA,WILSHIRE                     BL,BUNDY                        DR,"-118.4675, 34.0441",2010-01-30,Saturday,2230,831,34.0441,-118.4675
34.0,W,F,N Hollywood,WHITSETT                     AV,VICTORY                      BL,"-118.4052, 34.1867",2010-01-20,Wednesday,1530,1532,34.1867,-118.4052
35.0,H,M,N Hollywood,CAHUENGA                     BL,OTSEGO                       ST,"-118.3615, 34.1631",2010-05-01,Saturday,310,1559,34.1631,-118.3615
52.0,W,F,Olympic,MANHATTAN                    PL,4TH                          ST,"-118.3104, 34.0672",2010-12-09,Thursday,920,2022,34.0672,-118.3104
37.0,H,M,77th Street,FIGUEROA,SLAUSON,"-118.2827, 33.9892",2010-05-04,Tuesday,625,1239,33.9892,-118.2827
37.0,H,F,Central,8TH                          ST,WALL                         ST,"-118.2496, 34.0394",2010-03-31,Wednesday,1730,176,34.0394,-118.2496
52.0,H,M,Topanga,7200    LOMA VERDE                   AV,,"-118.5896, 34.2011",2010-12-15,Wednesday,1740,2137,34.2011,-118.5896
55.0,W,F,West Valley,ALONZO                       AV,S  SANTA RITA,"-118.5203, 34.1618",2010-01-08,Friday,2145,1035,34.1618,-118.5203
59.0,A,M,Rampart,8TH,UNION,"-118.2722, 34.0523",2010-08-04,Wednesday,1500,245,34.0523,-118.2722
19.0,H,F,N Hollywood,VICTORY                      BL,WHITSETT                     AV,"-118.4052, 34.1867",2010-02-14,Sunday,1750,1532,34.1867,-118.4052
28.0,W,F,West LA,BUNDY                        DR,OLYMPIC                      BL,"-118.4537, 34.0324",2010-10-10,Sunday,1535,881,34.0324,-118.4537
53.0,K,M,Olympic,WESTERN                      AV,MAPLEWOOD                    AV,"-118.3091, 34.0799",2010-08-14,Saturday,2140,2002,34.0799,-118.3091
38.0,W,F,Hollywood,CAHUENGA                     BL,MULHOLLAND                   DR,"-118.3421, 34.1231",2010-12-09,Thursday,945,625,34.1231,-118.3421
61.0,O,M,Southeast,AVALON,111TH,"-118.2652, 33.9348",2010-12-04,Saturday,555,1844,33.9348,-118.2652
48.0,B,M,Van Nuys,VAN NUYS                     BL,VICTORY                      BL,"-118.4487, 34.1867",2010-04-21,Wednesday,1945,935,34.1867,-118.4487
68.0,W,F,West LA,ROBERTSON                    BL,GUTHRIE                      AV,"-118.3867, 34.0423",2010-10-19,Tuesday,140,889,34.0423,-118.3867
27.0,H,M,Newton,MAIN                         ST,38TH                         ST,"-118.274, 34.0131",2010-01-18,Monday,900,1342,34.0131,-118.274
40.0,B,M,Devonshire,TAMPA                        AV,RINALDI                      ST,"-118.5566, 34.2748",2010-05-02,Sunday,7,1701,34.2748,-118.5566
32.0,W,M,Rampart,SPRING,7TH,"-118.2523, 34.0445",2010-06-29,Tuesday,1600,249,34.0445,-118.2523
35.0,H,M,Newton,MAPLE                        AV,32ND                         ST,"-118.2684, 34.0188",2010-05-07,Friday,2235,1333,34.0188,-118.2684
52.0,H,M,Harbor,BAYPOINT                     AV,PROCTOR                      ST,"-118.2588, 33.795",2010-11-13,Saturday,600,518,33.795,-118.2588
44.0,H,F,Van Nuys,RAYMER,SEPULVEDA,"-118.4674, 34.2149",2010-02-04,Thursday,1740,901,34.2149,-118.4674
21.0,A,M,Wilshire,LA CIENEGA                   BL,3RD                          ST,"-118.3765, 34.073",2010-06-02,Wednesday,1325,711,34.073,-118.3765
19.0,H,M,Hollenbeck,MISSION                      RD,LINCOLN PARK                 AV,"-118.2024, 34.0678",2010-10-28,Thursday,1015,424,34.0678,-118.2024
67.0,A,F,Central,ALISO,ALAMEDA,"-118.2379, 34.0537",2010-03-21,Sunday,850,127,34.0537,-118.2379
28.0,B,F,Southwest,ADAMS                        BL,10TH                         AV,"-118.3284, 34.0326",2010-06-16,Wednesday,850,314,34.0326,-118.3284
52.0,H,M,Hollywood,YUCCA                        ST,LABAIG                       AV,"-118.3206, 34.104",2010-12-12,Sunday,700,637,34.104,-118.3206
45.0,H,M,Newton,WASHINGTON                   BL,ALAMEDA                      ST,"-118.2333, 34.019",2010-02-23,Tuesday,1145,1309,34.019,-118.2333
46.0,X,M,Southwest,3700 S  HARVARD                      BL,,"-118.3062, 34.02",2010-10-05,Tuesday,800,356,34.02,-118.3062
36.0,W,F,Van Nuys,SHERMAN                      WY,HAZELTINE                    AV,"-118.44, 34.2012",2010-02-25,Thursday,1940,904,34.2012,-118.44
24.0,H,M,Rampart,NORMANDIE                    AV,LEMON GROVE                  AV,"-118.3005, 34.0863",2010-11-14,Sunday,1715,201,34.0863,-118.3005
27.0,H,F,Pacific,CENTINELA,CULVER,"-118.4153, 33.9866",2010-02-11,Thursday,2100,1457,33.9866,-118.4153
60.0,W,M,Devonshire,BALBOA,NORDHOFF,"-118.5025, 34.2358",2010-09-14,Tuesday,1230,1788,34.2358,-118.5025
24.0,H,M,Central,1ST,BROADWAY,"-118.2455, 34.0537",2010-06-23,Wednesday,1545,123,34.0537,-118.2455
29.0,H,M,West LA,SUNSET                       BL,CHURCH                       LN,"-118.4674, 34.0724",2010-03-26,Friday,1500,814,34.0724,-118.4674
41.0,H,F,Southwest,LA BREA,RODEO,"-118.3556, 34.0183",2010-01-03,Sunday,835,361,34.0183,-118.3556
29.0,W,M,Van Nuys,DICKENS                      ST,VAN NOORD                    AV,"-118.4147, 34.1441",2010-11-17,Wednesday,1230,998,34.1441,-118.4147
61.0,H,M,Rampart,VENICE                       BL,BONNIE BRAE                  ST,"-118.2819, 34.0429",2010-09-13,Monday,1730,295,34.0429,-118.2819
59.0,O,M,Foothill,PINNEY                       ST,PALA                         AV,"-118.4201, 34.269",2010-11-12,Friday,1605,1612,34.269,-118.4201
19.0,H,F,Harbor,PACIFIC COAST                HY,FRIGATE                      AV,"-118.2777, 33.7904",2010-12-21,Tuesday,2330,513,33.7904,-118.2777
30.0,W,M,Pacific,OVERLAND                     AV,ROSE                         AV,"-118.4133, 34.0269",2010-02-22,Monday,1030,1406,34.0269,-118.4133
56.0,B,M,Harbor,PACIFIC                      AV,17TH                         ST,"-118.288, 33.7288",2010-04-18,Sunday,1150,567,33.7288,-118.288
54.0,W,F,Rampart,ALVARADO                     ST,BELLEVUE                     ST,"-118.2664, 34.0729",2010-10-02,Saturday,1420,217,34.0729,-118.2664
53.0,H,M,Van Nuys,SEPULVEDA                    BL,SHERMAN                      BL,"-118.4662, 34.2012",2010-01-25,Monday,1120,911,34.2012,-118.4662
27.0,H,F,N Hollywood,BECK                         AV,ERWIN                        ST,"-118.3834, 34.1831",2010-06-20,Sunday,2315,1526,34.1831,-118.3834
20.0,H,M,Van Nuys,KESTER                       AV,VALERIO                      ST,"-118.4575, 34.2048",2010-02-12,Friday,1600,905,34.2048,-118.4575
22.0,H,F,Southwest,JEFFERSON,KING                         BL,"-118.3108, 34.0073",2010-05-28,Friday,2100,395,34.0073,-118.3108
28.0,B,F,77th Street,VAN NESS,59TH                         ST,"-118.3177, 33.9873",2010-06-01,Tuesday,1820,1232,33.9873,-118.3177
74.0,W,F,Northeast,ANNAN,FIGUEROA,"-118.1834, 34.1303",2010-05-19,Wednesday,810,1119,34.1303,-118.1834
38.0,H,M,Wilshire,WILSHIRE,CLOVERDALE,"-118.3462, 34.0623",2010-04-22,Thursday,1340,734,34.0623,-118.3462
34.0,B,M,Central,5TH                          ST,BROADWAY,"-118.2507, 34.0481",2010-05-06,Thursday,705,153,34.0481,-118.2507
38.0,O,M,Rampart,3RD                          ST,RAMPART                      BL,"-118.2789, 34.0663",2010-04-22,Thursday,930,251,34.0663,-118.2789
59.0,H,M,Rampart,UNION                        AV,PICO                         BL,"-118.2769, 34.0446",2010-05-04,Tuesday,1130,289,34.0446,-118.2769
49.0,H,F,77th Street,CENTRAL                      AV,FLORENCE                     AV,"-118.2564, 33.9748",2010-06-11,Friday,1400,1259,33.9748,-118.2564
23.0,H,M,Devonshire,NORDHOFF,ZELZAH,"-118.5231, 34.2357",2010-10-08,Friday,2130,1785,34.2357,-118.5231
29.0,W,M,Rampart,GLENDALE                     BL,TEMPLE                       ST,"-118.2609, 34.0682",2010-10-27,Wednesday,1120,237,34.0682,-118.2609
21.0,W,F,Harbor,13TH                         ST,GAFFEY                       ST,"-118.2924, 33.7324",2010-08-31,Tuesday,1800,563,33.7324,-118.2924
41.0,H,M,Northeast,RIVERSIDE                    DR,STADIUM                      WY,"-118.2446, 34.0957",2010-10-25,Monday,1240,1145,34.0957,-118.2446
18.0,W,M,Devonshire,LASSEN                       ST,BALBOA                       BL,"-118.5024, 34.2503",2010-12-01,Wednesday,1200,1768,34.2503,-118.5024
27.0,W,M,N Hollywood,LANKERSHIM                   BL,VICTORY                      BL,"-118.3877, 34.1867",2010-09-03,Friday,1435,1525,34.1867,-118.3877
26.0,W,M,N Hollywood,SHERMAN                      WY,LAUREL CANYON                BL,"-118.3965, 34.2006",2010-10-15,Friday,1440,1503,34.2006,-118.3965
35.0,H,M,Hollywood,SUNSET                       BL,CHEROKEE                     AV,"-118.3353, 34.098",2010-08-15,Sunday,1845,646,34.098,-118.3353
34.0,H,M,West Valley,VENTURA,RUBIO,"-118.4945, 34.1579",2010-07-16,Friday,845,1088,34.1579,-118.4945
22.0,H,M,Hollenbeck,BREED                        ST,4TH                          ST,"-118.213, 34.0412",2010-03-28,Sunday,2115,461,34.0412,-118.213
36.0,B,M,Southwest,WESTERN                      AV,EXPOSITION                   BL,"-118.3089, 34.0183",2010-06-08,Tuesday,930,356,34.0183,-118.3089
38.0,H,M,Newton,PICO                         BL,CENTRAL                      AV,"-118.246, 34.0294",2010-06-18,Friday,815,1317,34.0294,-118.246
24.0,H,M,Southeast,109TH                        ST,CENTRAL                      AV,"-118.2542, 33.9368",2010-08-12,Thursday,1400,1839,33.9368,-118.2542
99.0,W,M,Olympic,ARLINGTON                    AV,OLYMPIC                      BL,"-118.3163, 34.0526",2010-08-28,Saturday,30,2041,34.0526,-118.3163
41.0,W,M,Wilshire,LA CIENEGA,CLIFTON,"-118.3763, 34.0694",2010-09-27,Monday,1440,722,34.0694,-118.3763
26.0,W,F,Pacific,NATIONAL,SAWTELLE,"-118.4314, 34.0263",2010-05-27,Thursday,1510,1402,34.0263,-118.4314
53.0,H,F,Hollenbeck,SOTO                         ST,4TH                          ST,"-118.2117, 34.0406",2010-12-02,Thursday,1610,467,34.0406,-118.2117
44.0,W,M,N Hollywood,VENTURA                      BL,W  COLFAX                       AV,"-118.3877, 34.1413",2010-08-10,Tuesday,1610,1595,34.1413,-118.3877
58.0,K,F,West LA,LA CIENEGA                   BL,PICKFORD                     PL,"-118.3762, 34.0482",2010-12-18,Saturday,1030,859,34.0482,-118.3762
24.0,H,M,Topanga,SHERMAN                      WY,CARLSON                      CI,"-118.6129, 34.201",2010-09-01,Wednesday,1700,2134,34.201,-118.6129
60.0,B,F,Pacific,MANCHESTER                   AV,WILEY POST                   AV,"-118.3872, 33.9599",2010-04-17,Saturday,120,1487,33.9599,-118.3872
32.0,O,F,N Hollywood,OXNARD                       ST,LEMP                         AV,"-118.3746, 34.1849",2010-08-12,Thursday,1645,1527,34.1849,-118.3746
42.0,W,M,Topanga,CANOGA                       AV,SCHOENBORN                   ST,"-118.5976, 34.221",2010-06-21,Monday,1615,2105,34.221,-118.5976
46.0,B,F,Southeast,MANCHESTER                   BL,WALL                         ST,"-118.2717, 33.9601",2010-09-26,Sunday,1300,1802,33.9601,-118.2717
19.0,B,F,Northeast,YOSEMITE,EAGLE ROCK                   BL,"-118.2153, 34.1351",2010-02-16,Tuesday,2000,1115,34.1351,-118.2153
42.0,B,F,77th Street,MANCHESTER,MAIN                         ST,"-118.2739, 33.9601",2010-08-22,Sunday,2230,1268,33.9601,-118.2739
46.0,H,M,Mission,OSBORNE                      ST,ARLETA                       AV,"-118.4261, 34.2421",2010-06-15,Tuesday,1345,1969,34.2421,-118.4261
19.0,H,M,Rampart,2ND                          ST,BEAUDRY                      AV,"-118.2553, 34.0579",2010-12-20,Monday,1355,239,34.0579,-118.2553
27.0,H,M,Newton,3400 S  CENTRAL                      AV,,"-118.2565, 34.0128",2010-10-01,Friday,2000,1345,34.0128,-118.2565
31.0,C,M,Wilshire,LA BREA,23RD,"-118.3495, 34.0359",2010-10-07,Thursday,2130,784,34.0359,-118.3495
64.0,B,M,Southwest,LA BREA,RODEO                        RD,"-118.3556, 34.0183",2010-11-04,Thursday,1215,361,34.0183,-118.3556
39.0,W,M,Southwest,VAN NESS                     AV,EXPOSITION                   BL,"-118.3166, 34.0187",2010-01-01,Friday,1150,355,34.0187,-118.3166
23.0,H,M,Olympic,SAINT ANDREWS                PL,ROSEWOOD                     AV,"-118.3113, 34.0793",2010-11-22,Monday,1635,2002,34.0793,-118.3113
40.0,H,F,Olympic,ARAPAHOE,WASHINGTON,"-118.2852, 34.0401",2010-03-06,Saturday,1505,2088,34.0401,-118.2852
43.0,B,M,Southwest,CRENSHAW                     BL,KING                         BL,"-118.3403, 34.0126",2010-04-13,Tuesday,1315,363,34.0126,-118.3403
47.0,W,M,Van Nuys,VENTURA                      BL,COLDWATER CANYON             AV,"-118.4137, 34.1451",2010-01-22,Friday,2330,998,34.1451,-118.4137
49.0,H,M,Olympic,NORMANDIE,4TH,"-118.3004, 34.0672",2010-08-05,Thursday,1540,2025,34.0672,-118.3004
30.0,O,F,Olympic,HOBART,7TH,"-118.3053, 34.0597",2010-11-30,Tuesday,2300,2033,34.0597,-118.3053
30.0,W,M,Hollywood,1700 N  CAHUENGA                     BL,,"-118.3295, 34.1016",2010-05-16,Sunday,330,636,34.1016,-118.3295
18.0,H,M,77th Street,FIGUEROA                     ST,82ND                         ST,"-118.2827, 33.9644",2010-01-22,Friday,1900,1267,33.9644,-118.2827
31.0,B,M,Van Nuys,WOODMAN                      AV,WOODMAN                      PL,"-118.4312, 34.2072",2010-07-29,Thursday,1440,909,34.2072,-118.4312
83.0,W,M,West Valley,RESEDA                       BL,CLARK                        ST,"-118.536, 34.1698",2010-08-31,Tuesday,1800,1063,34.1698,-118.536
18.0,B,F,Pacific,MINDANAO                     WY,GLENCOE                      AV,"-118.4373, 33.9855",2010-05-29,Saturday,1,1454,33.9855,-118.4373
53.0,H,F,Van Nuys,VAN NUYS,ADDISON,"-118.4486, 34.1613",2010-10-16,Saturday,1845,963,34.1613,-118.4486
37.0,H,M,West LA,WILSHIRE                     BL,BEVERLY GLEN                 BL,"-118.4288, 34.0669",2010-01-14,Thursday,712,829,34.0669,-118.4288
55.0,H,M,Rampart,3RD                          ST,CARONDELET                   ST,"-118.2768, 34.0651",2010-02-03,Wednesday,940,245,34.0651,-118.2768
53.0,C,F,West Valley,WHITE OAK                    BL,VICTORY                      BL,"-118.5185, 34.1866",2010-12-16,Thursday,1858,1035,34.1866,-118.5185
52.0,W,M,West Valley,ODESSA,KITTRIDGE,"-118.4902, 34.1903",2010-09-03,Friday,2335,1008,34.1903,-118.4902
21.0,H,F,Devonshire,NORDHOFF                     ST,LINDLEY                      AV,"-118.5274, 34.2355",2010-08-24,Tuesday,2050,1787,34.2355,-118.5274
32.0,W,F,Pacific,CENTURY                      BL,SEPULVEDA                    BL,"-118.3961, 33.9447",2010-04-12,Monday,755,1494,33.9447,-118.3961
59.0,H,M,Pacific,MINDANAO,MARINA,"-118.438, 33.983",2010-09-07,Tuesday,1555,1454,33.983,-118.438
53.0,W,F,Topanga,TOPANGA CANYON,CLARENDON                    ST,"-118.6058, 34.1697",2010-11-27,Saturday,1815,2175,34.1697,-118.6058
31.0,H,M,Newton,HUNTER                       ST,ALAMEDA                      ST,"-118.2369, 34.0279",2010-12-18,Saturday,1430,1307,34.0279,-118.2369
30.0,W,M,West LA,OVERLAND                     AV,PICO                         BL,"-118.4247, 34.0419",2010-11-22,Monday,2000,847,34.0419,-118.4247
58.0,W,M,Central,GRAND,3RD ST,"-118.1481, 33.7681",2010-07-02,Friday,1820,122,33.7681,-118.1481
59.0,W,M,Devonshire,PARTHENIA,WOODLEY,"-118.4851, 34.2284",2010-12-16,Thursday,1200,1797,34.2284,-118.4851
28.0,H,F,Southeast,CENTURY                      BL,FIGUEROA                     ST,"-118.2826, 33.9456",2010-08-10,Tuesday,950,1822,33.9456,-118.2826
58.0,A,F,Hollywood,WILTON                       PL,HAROLD                       WY,"-118.3136, 34.0993",2010-05-10,Monday,1825,648,34.0993,-118.3136
40.0,B,F,Harbor,ANAHEIM,WESTERN,"-118.3078, 33.7871",2010-12-21,Tuesday,1429,531,33.7871,-118.3078
62.0,O,F,Van Nuys,WOODMAN                      AV,CHANDLER                     BL,"-118.4312, 34.1684",2010-06-17,Thursday,2340,966,34.1684,-118.4312
35.0,C,M,Central,COLLEGE                      ST,ADOBE                        ST,"-118.2412, 34.0653",2010-06-11,Friday,1110,111,34.0653,-118.2412
19.0,H,M,Van Nuys,HAZELTINE                    AV,VANOWEN                      ST,"-118.44, 34.1939",2010-11-28,Sunday,1215,909,34.1939,-118.44
48.0,B,M,Southeast,COMPTON                      AV,106TH                        ST,"-118.2462, 33.9397",2010-11-28,Sunday,930,1837,33.9397,-118.2462
57.0,W,F,Topanga,FALLBROOK,VANOWEN,"-118.6234, 34.1937",2010-11-04,Thursday,1645,2143,34.1937,-118.6234
35.0,H,M,N Hollywood,RADFORD                      AV,VANOWEN                      ST,"-118.3921, 34.194",2010-07-19,Monday,155,1514,34.194,-118.3921
50.0,O,M,Northeast,BRUNSWICK,LOS FELIZ,"-118.2656, 34.125",2010-07-02,Friday,1740,1123,34.125,-118.2656
24.0,A,F,Southwest,24TH                         ST,HOOVER                       ST,"-118.284, 34.0343",2010-09-22,Wednesday,1920,308,34.0343,-118.284
60.0,B,M,77th Street,DENKER,82ND,"-118.3046, 33.9646",2010-02-14,Sunday,1955,1265,33.9646,-118.3046
22.0,W,F,Hollywood,FRANKLIN,WILCOX,"-118.331, 34.1053",2010-03-16,Tuesday,1300,636,34.1053,-118.331
84.0,W,F,Topanga,ROSCOE,FALLBROOK,"-118.6255, 34.2194",2010-07-19,Monday,1020,2102,34.2194,-118.6255
43.0,H,F,Southwest,VERMONT,29TH,"-118.2915, 34.0284",2010-11-23,Tuesday,1145,325,34.0284,-118.2915
75.0,O,M,Southwest,CLEMSON                      ST,CARMONA                      AV,"-118.3669, 34.0239",2010-12-16,Thursday,1720,321,34.0239,-118.3669
47.0,A,M,N Hollywood,SATICOY                      ST,W  ETHEL                        AV,"-118.4182, 34.2074",2010-09-14,Tuesday,1410,1501,34.2074,-118.4182
60.0,W,F,Harbor,S  LAKME                        AV,E  249TH                        ST,"-118.2604, 33.798",2010-03-12,Friday,2350,518,33.798,-118.2604
36.0,A,F,N Hollywood,LAUREL CANYON                BL,VALLEYHEART                  DR,"-118.396, 34.1456",2010-05-22,Saturday,500,1583,34.1456,-118.396
40.0,W,M,Wilshire,CRESCENT HEIGHTS             BL,PICO                         BL,"-118.3722, 34.0521",2010-01-04,Monday,1450,762,34.0521,-118.3722
39.0,B,M,77th Street,48TH                         ST,WESTERN                      AV,"-118.3089, 34.0001",2010-11-09,Tuesday,1300,1203,34.0001,-118.3089
37.0,H,M,Hollywood,CAHUENGA                     BL,ODIN                         DR,"-118.3325, 34.111",2010-03-20,Saturday,230,635,34.111,-118.3325
50.0,H,M,Harbor,MIRAFLORES                   AV,CABRILLO                     AV,"-118.2956, 33.7529",2010-12-29,Wednesday,845,555,33.7529,-118.2956
58.0,H,M,N Hollywood,RIVERSIDE                    DR,COLFAX                       AV,"-118.3877, 34.1577",2010-05-11,Tuesday,725,1553,34.1577,-118.3877
58.0,B,M,77th Street,SLAUSON                      AV,VICTORIA,"-118.3322, 33.989",2010-08-28,Saturday,2000,1251,33.989,-118.3322
24.0,W,F,Hollywood,HILLSIDE                     AV,LA BREA                      AV,"-118.3489, 34.1047",2010-06-26,Saturday,1100,622,34.1047,-118.3489
19.0,O,F,West LA,WILSHIRE                     BL,GAYLEY                       AV,"-118.4455, 34.0584",2010-09-21,Tuesday,2315,833,34.0584,-118.4455
55.0,W,F,Hollywood,WESTERN                      AV,VIRGINIA                     AV,"-118.3092, 34.0919",2010-01-21,Thursday,1905,659,34.0919,-118.3092
34.0,H,M,Hollenbeck,1ST                          ST,MOTT                         ST,"-118.206, 34.0421",2010-05-02,Sunday,100,466,34.0421,-118.206
59.0,W,M,Rampart,7TH                          ST,BIXEL                        ST,"-118.2642, 34.0509",2010-02-07,Sunday,1600,269,34.0509,-118.2642
23.0,W,M,Central,3RD                          ST,FLOWER                       ST,"-118.2535, 34.0544",2010-07-01,Thursday,915,132,34.0544,-118.2535
40.0,W,M,Van Nuys,SEPULVEDA                    BL,VOSE                         ST,"-118.4662, 34.1985",2010-06-07,Monday,1258,914,34.1985,-118.4662
40.0,H,M,Rampart,3RD                          ST,BIXEL                        ST,"-118.2598, 34.0576",2010-04-18,Sunday,130,237,34.0576,-118.2598
64.0,H,M,Topanga,MANTON                       AV,HATTERAS                     ST,"-118.6408, 34.1755",2010-03-04,Thursday,730,2162,34.1755,-118.6408
34.0,A,F,Pacific,WORLD                        WY,CENTER                       WY,"-118.3974, 33.9442",2010-01-01,Friday,1145,1494,33.9442,-118.3974
31.0,W,F,West Valley,HAYVENHURST,SATICOY,"-118.4925, 34.2084",2010-07-21,Wednesday,1325,1008,34.2084,-118.4925
79.0,W,F,West Valley,TAMPA                        AV,MIRANDA                      ST,"-118.5535, 34.1749",2010-08-06,Friday,1100,1041,34.1749,-118.5535
31.0,A,M,Central,7TH,FLOWER,"-118.2588, 34.0487",2010-10-26,Tuesday,1715,162,34.0487,-118.2588
47.0,W,M,Hollenbeck,SAN PABLO                    ST,ZONAL                        AV,"-118.2035, 34.0613",2010-09-08,Wednesday,1130,443,34.0613,-118.2035
33.0,A,M,Hollywood,WESTERN                      AV,FERNWOOD                     AV,"-118.3092, 34.0958",2010-02-01,Monday,2039,659,34.0958,-118.3092
70.0,W,M,Northeast,EAGLE ROCK                   BL,CORLISS                      ST,"-118.2179, 34.1275",2010-06-02,Wednesday,1615,1117,34.1275,-118.2179
78.0,O,F,Van Nuys,VANOWEN,CEDROS,"-118.4531, 34.1939",2010-06-05,Saturday,1820,923,34.1939,-118.4531
52.0,B,F,Pacific,S  LA CIENEGA                   BL,CENTINELA                    BL,"-118.3701, 33.9773",2010-07-01,Thursday,2130,1469,33.9773,-118.3701
20.0,H,F,Central,7TH                          ST,LAWRENCE                     ST,"-118.2362, 34.0348",2010-11-04,Thursday,1345,159,34.0348,-118.2362
60.0,H,F,Van Nuys,VALERIO                      ST,WOODMAN                      AV,"-118.4313, 34.2049",2010-12-23,Thursday,1300,909,34.2049,-118.4313
33.0,O,M,Harbor,CAPITOL                      DR,BARRYWOOD                    AV,"-118.2951, 33.7588",2010-10-19,Tuesday,2220,521,33.7588,-118.2951
19.0,H,M,N Hollywood,COLDWATER CANYON,SHERMAN                      WY,"-118.4138, 34.2012",2010-02-03,Wednesday,735,1511,34.2012,-118.4138
61.0,H,F,Foothill,LA TUNA CANYON               BL,MORNING GLOW                 WY,"-118.3457, 34.2349",2010-05-03,Monday,1200,1667,34.2349,-118.3457
55.0,O,M,Hollywood,KINGSLEY,HOLLYWOOD,"-118.3035, 34.1018",2010-07-24,Saturday,300,639,34.1018,-118.3035
34.0,A,M,Olympic,BEVERLY                      BL,NEW HAMPSHIRE                AV,"-118.293, 34.0763",2010-03-06,Saturday,1520,2015,34.0763,-118.293
58.0,W,M,West LA,CENTINELA                    AV,NEBRASKA,"-118.4615, 34.0333",2010-11-14,Sunday,1630,851,34.0333,-118.4615
31.0,O,M,Pacific,LA TIJERA                    BL,WILEY POST                   AV,"-118.3881, 33.9629",2010-08-23,Monday,730,1477,33.9629,-118.3881
39.0,O,M,Olympic,W  3RD                          ST,WESTMORELAND                 AV,"-118.2879, 34.069",2010-05-01,Saturday,1,2019,34.069,-118.2879
