age,descent,sex,area,location,intersection,geojson,date,day_of_week,time,reporting_district,lon,lat
33.0,H,F,77th Street,SLAUSON                      AV,GRAMERCY                     PL,"-118.3139, 33.9891",2010-04-29,Thursday,815,1213,33.9891,-118.3139
63.0,B,M,Olympic,ST ANDREWS                   PL,MELROSE                      AV,"-118.3112, 34.0835",2010-04-27,Tuesday,830,2002,34.0835,-118.3112
47.0,B,M,Southeast,90TH                         ST,HOOVER                       ST,"-118.2869, 33.9551",2010-09-23,Thursday,855,1801,33.9551,-118.2869
50.0,O,F,Pacific,SUPERIOR                     AV,VENICE                       BL,"-118.4522, 33.9945",2010-05-31,Monday,1200,1433,33.9945,-118.4522
25.0,A,M,Hollywood,SANTA MONICA                 BL,MC CADDEN                    ST,"-118.3374, 34.0907",2010-06-06,Sunday,300,646,34.0907,-118.3374
47.0,H,F,Hollywood,MELROSE                      AV,NORMANDIE                    AV,"-118.3016, 34.0836",2010-09-12,Sunday,1700,678,34.0836,-118.3016
73.0,A,M,Southeast,11200 S  FIGUEROA                     ST,,"-118.2826, 33.9329",2010-11-06,Saturday,1030,1841,33.9329,-118.2826
40.0,B,F,Pacific,MANCHESTER                   BL,BELLANCA                     AV,"-118.3805, 33.9599",2010-06-09,Wednesday,1925,1488,33.9599,-118.3805
47.0,W,M,Wilshire,CRESCENT HEIGHTS             BL,3RD                          ST,"-118.3658, 34.0721",2010-02-19,Friday,2010,723,34.0721,-118.3658
20.0,H,F,Rampart,ALVARADO                     ST,JAMES M WOOD                 BL,"-118.2798, 34.0517",2010-06-26,Saturday,1805,275,34.0517,-118.2798
30.0,H,M,Rampart,VIRGIL                       AV,MARATHON                     ST,"-118.2868, 34.0846",2010-05-20,Thursday,1050,203,34.0846,-118.2868
46.0,H,F,Southeast,92ND                         ST,MAIN                         ST,"-118.2739, 33.9529",2010-07-09,Friday,815,1802,33.9529,-118.2739
20.0,W,F,Foothill,ROSCOE,WEBB,"-118.393, 34.2216",2010-10-04,Monday,1240,1684,34.2216,-118.393
35.0,W,F,West LA,OVERLAND                     AV,NATIONAL                     BL,"-118.4176, 34.0325",2010-02-09,Tuesday,1330,893,34.0325,-118.4176
21.0,O,F,West LA,WESTWOOD,OLYMPIC,"-118.4317, 34.0439",2010-05-12,Wednesday,2040,847,34.0439,-118.4317
45.0,W,M,Central,5TH                          ST,WALL                         ST,"-118.2458, 34.0449",2010-04-05,Monday,2205,155,34.0449,-118.2458
20.0,H,M,Olympic,MELROSE                      AV,PLYMOUTH                     AV,"-118.3207, 34.0835",2010-10-27,Wednesday,1525,2001,34.0835,-118.3207
56.0,B,F,Rampart,6TH                          ST,WITMER                       ST,"-118.2656, 34.0555",2010-12-17,Friday,1545,257,34.0555,-118.2656
56.0,W,M,Hollenbeck,ALHAMBRA,HOLLISTER                    AV,"-118.1681, 34.0771",2010-03-31,Wednesday,1540,438,34.0771,-118.1681
50.0,O,M,Newton,FLORENCE,MAIN,"-118.2739, 33.9747",2010-05-24,Monday,1700,1393,33.9747,-118.2739
27.0,W,M,Central,5TH                          ST,HILL                         ST,"-118.2519, 34.0489",2010-05-11,Tuesday,1540,152,34.0489,-118.2519
51.0,W,M,N Hollywood,LAUREL CANYON,VENTURA,"-118.396, 34.1456",2010-01-04,Monday,1245,1583,34.1456,-118.396
42.0,H,M,Rampart,ALVARADO                     ST,CLINTON                      AV,"-118.2654, 34.0745",2010-01-30,Saturday,1920,216,34.0745,-118.2654
29.0,H,F,Hollenbeck,SOTO,WHITTIER,"-118.2157, 34.0344",2010-11-04,Thursday,1635,473,34.0344,-118.2157
67.0,W,F,N Hollywood,LAUREL CANYON                BL,LA MAIDA                     ST,"-118.3965, 34.1585",2010-04-10,Saturday,1210,1553,34.1585,-118.3965
54.0,B,M,Wilshire,BEVERLY                      BL,SYCAMORE                     AV,"-118.343, 34.0762",2010-02-22,Monday,1100,717,34.0762,-118.343
37.0,H,M,Topanga,GAULT                        ST,OWENSMOUTH                   AV,"-118.6016, 34.1992",2010-12-06,Monday,1915,2146,34.1992,-118.6016
43.0,W,F,N Hollywood,TUJUNGA                      AV,VICTORY                      BL,"-118.379, 34.1867",2010-02-28,Sunday,1240,1527,34.1867,-118.379
55.0,B,M,Rampart,12TH                         ST,LAKE                         ST,"-118.2828, 34.0493",2010-11-28,Sunday,800,281,34.0493,-118.2828
26.0,B,F,Rampart,OLYMPIC                      BL,UNION                        AV,"-118.2742, 34.0492",2010-07-16,Friday,945,279,34.0492,-118.2742
15.0,H,F,Hollywood,HOLLYWOOD,HIGHLAND,"-118.3387, 34.1016",2010-04-13,Tuesday,900,666,34.1016,-118.3387
33.0,B,M,Newton,WASHINGTON                   BL,COMPTON                      AV,"-118.2432, 34.0207",2010-12-17,Friday,1230,1317,34.0207,-118.2432
21.0,W,M,West Valley,TAMPA                        AV,VICTORY                      BL,"-118.5535, 34.1866",2010-02-17,Wednesday,1315,1033,34.1866,-118.5535
35.0,W,M,Northeast,LAMBETH                      ST,LOS FELIZ                    BL,"-118.2738, 34.1177",2010-12-03,Friday,1700,1122,34.1177,-118.2738
49.0,W,M,N Hollywood,VINELAND,BURBANK,"-118.3703, 34.1722",2010-12-05,Sunday,1920,1539,34.1722,-118.3703
43.0,H,F,Southeast,111TH                        ST,CENTRAL,"-118.2502, 33.9323",2010-04-29,Thursday,1540,1846,33.9323,-118.2502
30.0,H,M,Pacific,LA CIENEGA                   BL,CENTURY                      BL,"-118.3701, 33.9454",2010-03-26,Friday,805,1498,33.9454,-118.3701
29.0,B,M,Southwest,CLYDE                        AV,ADAMS                        BL,"-118.3677, 34.0325",2010-10-08,Friday,1710,311,34.0325,-118.3677
54.0,O,M,Newton,SAN JULIAN                   AV,12TH                         ST,"-118.2543, 34.0344",2010-01-25,Monday,945,1303,34.0344,-118.2543
33.0,O,M,Van Nuys,VAN NUYS,FRIAR,"-118.4487, 34.1857",2010-07-21,Wednesday,1710,935,34.1857,-118.4487
24.0,H,F,Wilshire,LA CIENEGA,SAN VICENTE,"-118.3764, 34.0715",2010-12-10,Friday,1020,721,34.0715,-118.3764
63.0,B,M,Mission,PLUMMER                      ST,BURNET                       AV,"-118.4632, 34.2428",2010-08-29,Sunday,1755,1962,34.2428,-118.4632
19.0,W,F,N Hollywood,VICTORY                      BL,GENTRY                       AV,"-118.3932, 34.1867",2010-04-16,Friday,2220,1525,34.1867,-118.3932
25.0,H,M,Southeast,90TH                         ST,AVALON                       BL,"-118.2651, 33.9547",2010-07-20,Tuesday,1430,1806,33.9547,-118.2651
25.0,W,F,Rampart,SUNSET,VENDOME,"-118.2743, 34.0843",2010-10-11,Monday,915,205,34.0843,-118.2743
22.0,H,F,Harbor,CABRILLO,9TH,"-118.2946, 33.7361",2010-08-24,Tuesday,1340,565,33.7361,-118.2946
26.0,K,M,Olympic,11TH                         ST,WESTERN                      AV,"-118.309, 34.0508",2010-09-12,Sunday,1825,2062,34.0508,-118.309
56.0,W,M,Central,E  4TH                          ST,CENTRAL                      AV,"-118.2381, 34.0433",2010-04-21,Wednesday,1700,158,34.0433,-118.2381
43.0,H,M,Northeast,ROY                          ST,NEVA                         PL,"-118.185, 34.1228",2010-07-04,Sunday,1425,1127,34.1228,-118.185
80.0,K,F,Olympic,OXFORD                       AV,3RD                          ST,"-118.3079, 34.069",2010-06-25,Friday,1045,2013,34.069,-118.3079
51.0,W,M,Rampart,HOOVER                       ST,LONDON                       ST,"-118.2844, 34.0807",2010-09-23,Thursday,925,212,34.0807,-118.2844
27.0,W,M,Harbor,CARSON                       ST,DENKER                       AV,"-118.3038, 33.8315",2010-10-30,Saturday,1220,506,33.8315,-118.3038
34.0,H,M,Newton,51ST                         ST,CENTRAL,"-118.2565, 33.9971",2010-04-10,Saturday,1810,1364,33.9971,-118.2565
40.0,H,M,Hollenbeck,STONE                        ST,GANAHL                       ST,"-118.1932, 34.0509",2010-11-10,Wednesday,30,449,34.0509,-118.1932
34.0,W,M,Wilshire,LA CIENEGA BL,BLACKBURN,"-118.3765, 34.0725",2010-02-06,Saturday,1600,722,34.0725,-118.3765
42.0,O,M,Harbor,EUBANK                       AV,E                            ST,"-118.2543, 33.776",2010-04-23,Friday,1035,529,33.776,-118.2543
26.0,B,F,Wilshire,SAN VICENTE,CURSON,"-118.3581, 34.0553",2010-02-01,Monday,1230,753,34.0553,-118.3581
33.0,B,F,Topanga,VASSAR                       AV,OXNARD                       ST,"-118.6044, 34.1792",2010-12-06,Monday,2100,2177,34.1792,-118.6044
68.0,C,M,Central,BROADWAY,ALISO                        ST,"-118.2425, 34.0568",2010-04-21,Wednesday,1731,112,34.0568,-118.2425
51.0,H,F,Olympic,OXFORD                       AV,BEVERLY                      BL,"-118.308, 34.0763",2010-05-03,Monday,1845,2004,34.0763,-118.308
49.0,H,M,Hollywood,SANTA MONICA                 BL,LODI                         PL,"-118.3234, 34.0908",2010-10-22,Friday,720,656,34.0908,-118.3234
63.0,H,M,Newton,CENTRAL                      AV,58TH                         ST,"-118.2564, 33.9886",2010-01-07,Thursday,1825,1385,33.9886,-118.2564
39.0,O,M,Hollenbeck,MYERS                        ST,MISSION                      RD,"-118.228, 34.0458",2010-09-07,Tuesday,500,461,34.0458,-118.228
34.0,O,F,Van Nuys,NOBLE                        AV,HARTLAND                     ST,"-118.4618, 34.1953",2010-12-14,Tuesday,1610,914,34.1953,-118.4618
19.0,W,M,Mission,WOODMAN                      AV,CANTARA                      ST,"-118.4319, 34.2196",2010-04-13,Tuesday,1535,1999,34.2196,-118.4319
28.0,B,M,Olympic,KINGSLEY                     DR,11TH                         ST,"-118.3031, 34.0509",2010-11-15,Monday,1820,2064,34.0509,-118.3031
48.0,H,M,West LA,MULHOLLAND                   DR,COLDWATER CANYON,"-118.4034, 34.1264",2010-07-18,Sunday,110,809,34.1264,-118.4034
33.0,H,M,Pacific,MINDANAO                     WY,90TH                         FY,"-118.4327, 33.9832",2010-07-17,Saturday,1930,1454,33.9832,-118.4327
36.0,O,M,Wilshire,LARCHMONT,3RD,"-118.3236, 34.069",2010-12-10,Friday,1820,719,34.069,-118.3236
53.0,W,F,West LA,OAKHURST                     DR,PICO                         BL,"-118.3907, 34.0553",2010-10-27,Wednesday,1020,857,34.0553,-118.3907
38.0,A,M,Topanga,CANOGA                       AV,N  ROSCOE                       BL,"-118.5975, 34.2198",2010-12-05,Sunday,1900,2126,34.2198,-118.5975
21.0,B,M,Rampart,INGRAHAM                     ST,BIXEL                        ST,"-118.2637, 34.0518",2010-10-09,Saturday,2355,257,34.0518,-118.2637
65.0,H,M,Southeast,CENTURY,SAN PEDRO                    ST,"-118.2695, 33.9456",2010-02-14,Sunday,1645,1823,33.9456,-118.2695
22.0,H,M,Northeast,EAGLE ROCK                   BL,YORK                         BL,"-118.2208, 34.1241",2010-08-27,Friday,640,1136,34.1241,-118.2208
22.0,H,M,Mission,BURNET,PLUMMER,"-118.4631, 34.25",2010-06-04,Friday,410,1962,34.25,-118.4631
60.0,H,F,Hollenbeck,OLYMPIC                      BL,LORENA                       ST,"-118.2052, 34.0188",2010-10-14,Thursday,1700,497,34.0188,-118.2052
40.0,B,M,Southeast,VERMONT                      AV,CENTURY                      BL,"-118.2916, 33.9455",2010-01-05,Tuesday,1210,1821,33.9455,-118.2916
20.0,H,M,Mission,ROSCOE                       BL,MAMMOTH                      AV,"-118.4341, 34.2217",2010-08-06,Friday,1310,1999,34.2217,-118.4341
37.0,H,M,West LA,PACIFIC COAST                HY,ENTRADA                      DR,"-118.5188, 34.0279",2010-09-01,Wednesday,2145,872,34.0279,-118.5188
23.0,O,M,Hollywood,HOLLYWOOD                    BL,SYCAMORE                     AV,"-118.3433, 34.1016",2010-01-26,Tuesday,1930,645,34.1016,-118.3433
47.0,W,F,Topanga,MULHOLLAND                   DR,AVENUE SAN LUIS,"-118.6364, 34.1587",2010-12-22,Wednesday,1630,2183,34.1587,-118.6364
31.0,W,M,Harbor,1ST                          ST,GAFFEY                       ST,"-118.2923, 33.7433",2010-12-23,Thursday,1040,557,33.7433,-118.2923
63.0,H,M,Northeast,STADIUM,LANDA,"-118.2437, 34.0943",2010-08-24,Tuesday,1535,1145,34.0943,-118.2437
33.0,W,M,West LA,BARRINGTON,PICO,"-118.4457, 34.0316",2010-08-30,Monday,1815,881,34.0316,-118.4457
24.0,B,M,Southeast,102ND                        ST,MAIN                         ST,"-118.2739, 33.9438",2010-04-23,Friday,145,1822,33.9438,-118.2739
54.0,H,F,Hollywood,SUNSET                       BL,WESTERN                      AV,"-118.3092, 34.0981",2010-04-01,Thursday,1730,638,34.0981,-118.3092
27.0,A,M,Olympic,WILSHIRE                     BL,CATALINA                     AV,"-118.2954, 34.0618",2010-09-05,Sunday,125,2027,34.0618,-118.2954
22.0,A,M,Northeast,DEL MAR,SANTA MONICA,"-118.2836, 34.0916",2010-02-26,Friday,800,1162,34.0916,-118.2836
44.0,H,F,Hollenbeck,PASADENA                     AV,AVENUE 26,"-118.2157, 34.0765",2010-05-27,Thursday,108,412,34.0765,-118.2157
37.0,B,F,Southeast,FIGUEROA                     ST,88TH                         ST,"-118.2827, 33.9574",2010-05-25,Tuesday,105,1802,33.9574,-118.2827
99.0,O,M,Van Nuys,FRIAR                        ST,KESTER                       AV,"-118.4574, 34.1857",2010-06-18,Friday,2310,932,34.1857,-118.4574
19.0,H,M,77th Street,FIGUEROA                     ST,VERNON                       AV,"-118.2827, 34.0038",2010-03-07,Sunday,1015,1209,34.0038,-118.2827
39.0,W,F,Topanga,VANOWEN,VARIEL,"-118.5928, 34.1938",2010-06-03,Thursday,815,2157,34.1938,-118.5928
75.0,W,F,Devonshire,DEVONSHIRE                   ST,ETON                         AV,"-118.5951, 34.2573",2010-02-17,Wednesday,950,1723,34.2573,-118.5951
30.0,W,M,N Hollywood,CAHUENGA                     AV,MOORPARK                     ST,"-118.3615, 34.1504",2010-03-15,Monday,830,1569,34.1504,-118.3615
69.0,A,M,Hollywood,EL CENTRO                    AV,SELMA                        AV,"-118.3237, 34.0998",2010-06-14,Monday,955,647,34.0998,-118.3237
54.0,H,F,West Valley,BALBOA                       BL,BURBANK                      BL,"-118.5012, 34.1722",2010-10-13,Wednesday,340,1047,34.1722,-118.5012
18.0,O,M,Northeast,LOS FELIZ                    BL,EDGEMONT                     AV,"-118.2975, 34.1101",2010-02-08,Monday,1945,1141,34.1101,-118.2975
37.0,H,M,Harbor,AVALON,PACIFIC COAST                HY,"-118.2633, 33.7912",2010-08-23,Monday,1940,518,33.7912,-118.2633
27.0,W,F,West LA,ROBERTSON                    BL,GREGORY                      WY,"-118.3835, 34.063",2010-04-01,Thursday,1640,849,34.063,-118.3835
26.0,H,M,77th Street,46TH                         ST,FIGUEROA                     ST,"-118.2827, 34.002",2010-06-18,Friday,1615,1209,34.002,-118.2827
67.0,H,M,West LA,PACIFIC COAST HIGHWAY,SUNSET,"-118.5606, 34.0401",2010-11-11,Thursday,1625,861,34.0401,-118.5606
60.0,W,M,Mission,SEPULVEDA                    BL,ROSCOE                       BL,"-118.4677, 34.2214",2010-01-26,Tuesday,1730,1981,34.2214,-118.4677
57.0,B,M,Newton,SAN PEDRO                    ST,27TH                         ST,"-118.2619, 34.0207",2010-10-06,Wednesday,650,1322,34.0207,-118.2619
41.0,B,M,West Valley,VENTURA                      BL,BURBANK                      BL,"-118.5428, 34.1715",2010-05-05,Wednesday,1035,1063,34.1715,-118.5428
44.0,W,M,West LA,SEPULVEDA,MORAGA,"-118.4693, 34.0776",2010-06-12,Saturday,1430,805,34.0776,-118.4693
65.0,O,M,Van Nuys,MURIETTA,KITTRIDGE                    BL,"-118.4388, 34.1903",2010-09-01,Wednesday,1700,926,34.1903,-118.4388
21.0,W,M,West Valley,VICTORY                      BL,WOODLEY                      AV,"-118.4836, 34.1867",2010-05-20,Thursday,900,1049,34.1867,-118.4836
27.0,H,M,Olympic,VERMONT                      AV,2ND                          ST,"-118.2917, 34.0704",2010-11-15,Monday,1700,2017,34.0704,-118.2917
39.0,O,F,Topanga,8200    TOPANGA CANYON               BL,,"-118.606, 34.2176",2010-01-22,Friday,915,2114,34.2176,-118.606
40.0,H,F,Olympic,VENICE                       BL,VERMONT                      AV,"-118.2916, 34.0443",2010-12-10,Friday,625,2088,34.0443,-118.2916
63.0,B,F,Harbor,1300 W  26TH                         ST,,"-118.3056, 33.7208",2010-02-04,Thursday,1930,583,33.7208,-118.3056
44.0,H,M,Central,BROADWAY                     AV,5TH                          ST,"-118.252, 34.0467",2010-12-21,Tuesday,1230,153,34.0467,-118.252
36.0,H,M,Devonshire,RESEDA                       BL,PLUMMER                      ST,"-118.5361, 34.2428",2010-03-19,Friday,1725,1767,34.2428,-118.5361
45.0,H,F,N Hollywood,WEDDINGTON                   ST,LANKERSHIM                   BL,"-118.3752, 34.167",2010-01-09,Saturday,220,1548,34.167,-118.3752
31.0,W,F,West LA,BELOIT                       AV,MASSACHUSETTES               AV,"-118.4491, 34.0445",2010-07-10,Saturday,2310,853,34.0445,-118.4491
37.0,W,M,Mission,FOOTHILL,SAYRE,"-118.4338, 34.3102",2010-03-18,Thursday,1530,1918,34.3102,-118.4338
24.0,A,F,Newton,30TH                         ST,OLIVE                        ST,"-118.2733, 34.023",2010-03-16,Tuesday,924,1331,34.023,-118.2733
55.0,H,F,Topanga,VICTORY                      BL,CANOGA                       AV,"-118.5975, 34.1884",2010-04-03,Saturday,1825,2156,34.1884,-118.5975
28.0,W,M,N Hollywood,VENTURA                      BL,BLUE CANYON                  DR,"-118.3848, 34.1403",2010-02-01,Monday,1930,1595,34.1403,-118.3848
26.0,H,F,Van Nuys,SEPULVEDA,ERWIN,"-118.4662, 34.1867",2010-10-21,Thursday,1400,931,34.1867,-118.4662
45.0,W,M,N Hollywood,TUJUNGA                      AV,MOORPARK                     ST,"-118.379, 34.1504",2010-03-23,Tuesday,1400,1563,34.1504,-118.379
35.0,X,M,Van Nuys,COLBATH                      AV,VENTURA,"-118.436, 34.1488",2010-08-25,Wednesday,1750,985,34.1488,-118.436
23.0,H,M,Southwest,5200    ROSELAND                     ST,,"-118.357, 34.0281",2010-12-24,Friday,1730,312,34.0281,-118.357
50.0,C,M,Olympic,2700 W  OLYMPIC                      BL,,"-118.2916, 34.0526",2010-02-06,Saturday,1945,2056,34.0526,-118.2916
23.0,H,M,Olympic,3RD                          ST,HOBART                       BL,"-118.3054, 34.069",2010-05-01,Saturday,1400,2023,34.069,-118.3054
99.0,W,F,West LA,CORNING                      ST,HERVEY                       AV,"-118.3825, 34.034",2010-07-31,Saturday,2359,899,34.034,-118.3825
57.0,H,M,N Hollywood,VINELAND                     AV,LEADWELL                     ST,"-118.3703, 34.2039",2010-11-15,Monday,1825,1518,34.2039,-118.3703
21.0,B,F,Rampart,N  NEW HAMPSHIRE                AV,OAKWOOD                      ST,"-118.2932, 34.0777",2010-12-16,Thursday,845,221,34.0777,-118.2932
54.0,W,M,77th Street,FLORENCE                     AV,FLOWER                       ST,"-118.2812, 33.9747",2010-09-14,Tuesday,930,1256,33.9747,-118.2812
21.0,H,M,Olympic,NORMANDIE                    AV,20TH                         ST,"-118.3003, 34.0382",2010-09-04,Saturday,2130,2093,34.0382,-118.3003
24.0,H,F,Hollenbeck,BOULDER                      ST,FICKETT                      ST,"-118.2041, 34.0486",2010-12-14,Tuesday,1630,457,34.0486,-118.2041
31.0,H,F,N Hollywood,BURBANK                      BL,LANKERSHIM                   BL,"-118.381, 34.1722",2010-01-14,Thursday,730,1547,34.1722,-118.381
22.0,W,M,Pacific,SEPULVEDA                    BL,LINCOLN                      BL,"-118.3961, 33.951",2010-12-18,Saturday,1920,1494,33.951,-118.3961
51.0,H,M,77th Street,NORMANDIE,FLORENCE,"-118.3003, 33.9746",2010-06-28,Monday,555,1255,33.9746,-118.3003
23.0,W,F,Pacific,CULVER,NICHOLSON,"-118.445, 33.9617",2010-01-14,Thursday,1948,1472,33.9617,-118.445
85.0,A,M,Van Nuys,WOODMAN                      AV,VANOWEN                      ST,"-118.4312, 34.194",2010-11-03,Wednesday,950,926,34.194,-118.4312
20.0,H,F,Rampart,MIRAMAR,LUCAS,"-118.2622, 34.0599",2010-04-04,Sunday,2030,237,34.0599,-118.2622
39.0,H,M,Southwest,ADAMS,REDONDO,"-118.3563, 34.0325",2010-05-24,Monday,730,312,34.0325,-118.3563
19.0,H,F,Hollenbeck,GAMBIER                      ST,MINTO                        CT,"-118.1819, 34.081",2010-10-02,Saturday,2100,427,34.081,-118.1819
70.0,O,M,Devonshire,SEPULVEDA,SAN FERNANDO,"-118.4909, 34.3152",2010-03-09,Tuesday,800,1708,34.3152,-118.4909
49.0,O,M,Harbor,NORMANDIE                    AV,FRANCISCO                    ST,"-118.2992, 33.8503",2010-06-29,Tuesday,1500,508,33.8503,-118.2992
17.0,H,M,N Hollywood,VICTORY,VINELAND,"-118.3703, 34.1867",2010-06-14,Monday,1620,1527,34.1867,-118.3703
24.0,W,F,Southwest,LA CIENEGA,RODEO                        RD,"-118.3723, 34.0217",2010-03-28,Sunday,1340,341,34.0217,-118.3723
35.0,W,M,Wilshire,CRESCENT HEIGHTS,1ST,"-118.3658, 34.0743",2010-12-14,Tuesday,1555,711,34.0743,-118.3658
34.0,H,F,N Hollywood,VICLAND                      PL,VINELAND                     AV,"-118.3703, 34.1867",2010-12-15,Wednesday,1145,1527,34.1867,-118.3703
49.0,W,F,West Valley,BALBOA                       BL,CLARK                        ST,"-118.5011, 34.1688",2010-05-18,Tuesday,1640,1067,34.1688,-118.5011
34.0,H,M,Hollywood,YUCCA                        ST,FRANKLIN                     AV,"-118.3325, 34.1034",2010-04-02,Friday,2315,636,34.1034,-118.3325
53.0,X,M,Van Nuys,13500    VANOWEN                      ST,,"-118.4268, 34.194",2010-05-02,Sunday,2000,919,34.194,-118.4268
73.0,W,M,Wilshire,OLYMPIC,MASSELIN,"-118.3547, 34.0574",2010-05-05,Wednesday,2135,743,34.0574,-118.3547
33.0,W,F,Wilshire,CURSON,MELROSE,"-118.3553, 34.0837",2010-08-14,Saturday,1400,702,34.0837,-118.3553
57.0,B,M,Southeast,92ND,MAIN,"-118.2739, 33.9529",2010-10-24,Sunday,2030,1844,33.9529,-118.2739
36.0,H,M,Mission,SEPULVEDA,NORDHOFF,"-118.4676, 34.2355",2010-02-02,Tuesday,1200,1961,34.2355,-118.4676
59.0,W,F,West Valley,VICTORY                      BL,TAMPA                        AV,"-118.5535, 34.1866",2010-10-09,Saturday,2330,1035,34.1866,-118.5535
19.0,B,F,Wilshire,SAN VICENTE                  BL,LA BREA                      AV,"-118.3442, 34.0504",2010-04-18,Sunday,2145,754,34.0504,-118.3442
25.0,H,M,Hollenbeck,2ND                          ST,SOTO                         ST,"-118.2096, 34.0416",2010-06-26,Saturday,1100,467,34.0416,-118.2096
48.0,O,M,Pacific,RAMSGATE                     AV,INTERCEPTOR                  ST,"-118.3827, 33.9552",2010-07-24,Saturday,535,1414,33.9552,-118.3827
24.0,B,M,West Valley,BURBANK                      BL,WHITE OAK                    AV,"-118.5185, 34.1723",2010-05-12,Wednesday,900,1045,34.1723,-118.5185
26.0,W,F,Harbor,GAFFEY,15TH                         ST,"-118.2924, 33.7306",2010-06-13,Sunday,1810,563,33.7306,-118.2924
40.0,W,F,West LA,WILKINS                      AV,VETERAN                      AV,"-118.4443, 34.0538",2010-03-25,Thursday,1240,833,34.0538,-118.4443
36.0,H,M,Hollywood,LEXINGTON,EL CENTRO,"-118.3244, 34.0926",2010-09-14,Tuesday,1430,666,34.0926,-118.3244
24.0,W,F,Wilshire,LA CIENEGA                   BL,18TH                         ST,"-118.3764, 34.0445",2010-09-04,Saturday,1940,782,34.0445,-118.3764
22.0,H,M,Rampart,NEW HAMPSHIRE                AV,MELROSE                      AV,"-118.2928, 34.0836",2010-02-05,Friday,1910,201,34.0836,-118.2928
32.0,W,M,Hollywood,SUNSET,MCCADDEN,"-118.3337, 34.0987",2010-07-17,Saturday,1335,646,34.0987,-118.3337
41.0,H,M,Pacific,CENTINELA,CHARNOCK,"-118.4363, 34.0073",2010-08-20,Friday,2045,1432,34.0073,-118.4363
49.0,U,M,Southwest,GIBRALTAR                    AV,AUGUST                       ST,"-118.3547, 34.0173",2010-04-13,Tuesday,730,361,34.0173,-118.3547
67.0,A,F,West Valley,BALBOA                       BL,VICTORY                      BL,"-118.5011, 34.1866",2010-04-06,Tuesday,1300,1049,34.1866,-118.5011
48.0,A,M,Northeast,3000    LA PAZ                       DR,,"-118.269, 34.1092",2010-03-03,Wednesday,1430,1132,34.1092,-118.269
29.0,B,M,Van Nuys,HAZELTINE                    AV,GAULT                        ST,"-118.44, 34.1994",2010-09-29,Wednesday,745,915,34.1994,-118.44
24.0,O,F,Pacific,ANDELUSIA,CABRILLO,"-118.4703, 33.988",2010-12-01,Wednesday,1200,1431,33.988,-118.4703
25.0,B,F,Foothill,HAINES CANYON                AV,GREELEY                      ST,"-118.2794, 34.2486",2010-06-08,Tuesday,700,1658,34.2486,-118.2794
60.0,B,M,Southeast,HOOVER,88TH,"-118.2869, 33.958",2010-11-07,Sunday,1835,1801,33.958,-118.2869
33.0,H,F,N Hollywood,VINELAND                     AV,COHASSET                     AV,"-118.3703, 34.2067",2010-12-25,Saturday,1800,1506,34.2067,-118.3703
67.0,K,F,Southwest,LA BREA                      AV,ADAMS                        BL,"-118.3519, 34.0325",2010-07-21,Wednesday,2100,331,34.0325,-118.3519
10.0,W,M,Pacific,MORNINGSIDE,WALGROVE,"-118.4532, 34.0062",2010-09-07,Tuesday,2040,1415,34.0062,-118.4532
22.0,W,M,Hollywood,GRACE                        RD,FRANKLIN                     AV,"-118.3333, 34.1053",2010-03-07,Sunday,100,635,34.1053,-118.3333
25.0,H,F,Van Nuys,4400    COLBATH                      AV,,"-118.4366, 34.1504",2010-05-30,Sunday,1500,985,34.1504,-118.4366
68.0,B,M,77th Street,SLAUSON                      AV,ANGELES VISTA                BL,"-118.3518, 33.9889",2010-08-18,Wednesday,2040,1231,33.9889,-118.3518
19.0,O,M,N Hollywood,OXNARD                       ST,LANKERSHIM                   BL,"-118.3834, 34.1794",2010-03-06,Saturday,1240,1535,34.1794,-118.3834
36.0,H,F,Southwest,VERMONT                      AV,EXPOSITION                   BL,"-118.2915, 34.0182",2010-11-23,Tuesday,930,379,34.0182,-118.2915
39.0,W,M,West LA,PICO                         BL,SEPULVEDA                    BL,"-118.4351, 34.037",2010-11-16,Tuesday,1320,884,34.037,-118.4351
38.0,H,M,Wilshire,VENICE                       BL,6TH                          AV,"-118.3237, 34.0436",2010-01-10,Sunday,1150,779,34.0436,-118.3237
36.0,H,F,Van Nuys,VENTURA                      BL,ETHEL,"-118.4183, 34.1459",2010-12-11,Saturday,2030,998,34.1459,-118.4183
28.0,H,M,Newton,SAN PEDRO                    ST,AVALON                       BL,"-118.2653, 34.0154",2010-04-09,Friday,2140,1333,34.0154,-118.2653
74.0,W,F,Mission,ENCINITAS                    AV,ROXFORD                      ST,"-118.4789, 34.3039",2010-07-11,Sunday,1230,1921,34.3039,-118.4789
51.0,W,M,Van Nuys,FULTON                       AV,MOORPARK                     ST,"-118.4225, 34.1504",2010-10-21,Thursday,2030,976,34.1504,-118.4225
70.0,B,M,77th Street,NORMANDIE                    AV,MANCHESTER                   AV,"-118.3003, 33.96",2010-09-30,Thursday,540,1265,33.96,-118.3003
25.0,O,M,77th Street,81ST                         ST,FIGUEROA                     ST,"-118.2827, 33.966",2010-08-11,Wednesday,1920,1266,33.966,-118.2827
31.0,W,M,Olympic,SERRANO                      AV,7TH                          ST,"-118.3066, 34.0597",2010-07-21,Wednesday,830,2033,34.0597,-118.3066
25.0,O,M,Central,FIGUEROA                     TR,CENTENNIAL                   ST,"-118.245, 34.0683",2010-02-19,Friday,2230,101,34.0683,-118.245
